adiposity	adiposity.coefficient.of.variation	average.adiposity..liver.	average.fat.mass..liver.	average.lean.mass..liver.	average.total.mass..liver.	Body.Weight	Col.C22.6.	fat.mass	FFA.C14.0.	FFA.C16.0.	FFA.C16.1.	FFA.C18.0.	FFA.C18.1.	FFA.C18.2.	FFA.C18.3.	FFA.C20.1.	FFA.C20.2.	FFA.C20.3.a	FFA.C20.3.b	FFA.C20.4.	FFA.C20.5.	FFA.C22.4.	FFA.C22.5.	FFA.C22.6.	FFA.C24.4.	FFA.C24.5.	FFA.C24.6.	fibrosed.area	free.fatty.acids	free.fatty.acids..pre.bleed.	free.fluid	G.CSF	Glucose	Glucose..pre.bleed.	GM.CSF	Gonadal.Fat	GRAN	GRAN..	HCT	HDL	HDL..pre.bleed.	HGB	HOMA.IR	HOMA.IR..pre.bleed.	IFNr	IL.10	IL.12..p40.	IL.12..p70.	IL.13	IL.15	IL.1a	IL.1b	IL.2	IL.4	IL.6	IL.7	Insulin	Insulin..pre.bleed.	IP.10	KC	Kidney..left.	lean.mass	lesion.area	Liver...body.weight	Liver.collagen	Liver.Total	LiverHist	LiverLipids	LiverMetab	LiverNMR	LiverResidual	LiverRNA	LiverSpare	LYM	LYM..	M.CSF	MCH	MCHC	MCP.1	MCV	MIG	MIP.1a	MIP.1b	MIP.2	MONO	MONO..	MPV	phospholipids..liver.	PLT	RANTES	RBC	RBC.Time	RDW..	RDWa	Spleen	TNFa	total.cholesterol	total.cholesterol..liver.	total.cholesterol..pre.bleed.	total.liver.weighed	triglycerides	triglycerides..liver.	triglycerides..pre.bleed.	unesterified.cholesterol	unesterified.cholesterol..liver.	unesterified.cholesterol..pre.bleed.	VLDL.LDL	VLDL.LDL..pre.bleed.	WBC	WBC.Time
1079	NA	0.015472509	NA	0.222666667	1.084	1.306666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.572403767	NA	NA	NA	NA	NA	NA	NA	1.817	NA	NA	NA	NA	NA	NA	20.54990238	9.27320594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.060375644	NA	NA	0.17	0.113	0.18	1.3	0	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.77
1078	NA	0.04155944	NA	0.175333333	1.263	1.438333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.895178251	NA	NA	NA	NA	NA	NA	NA	1.837	NA	NA	NA	NA	NA	NA	18.11388511	24.15370053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.068884428	NA	NA	0.27	0.102	0.25	1.45	0	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.76
1064	0.332693952137193	0.018142021	0.19595716	0.313333333	1.285666667	1.599	31.55	NA	11.3607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.066295614	72	38	0.12175	499	254	182	0	1.245	3.1	37.1	34.7	41	13	12.1	20.66201266	3.542448086	0	0	0	0	0	0	0	0	0	0	12.12	0	1375	329	197	10.25	0.128	22.7869	161750	0.072583201	NA	2.29	0.14	0.11	0.2	1.57	0	0.11	0.16	4.7	55.9	0	14.6	35	88.52	41.6	73.5	0	0	0	0.6	7	6	12.8	146	0	8.33	16.03	18.5	27.7	0.147	6.17	880	45.6	138	NA	272	159	345	308	4.8	45	839	125	8.4	10.72
1056	0.142016764543492	0.181153035	0.08459529	0.128	1.385	1.513	24.01	8.34192108029947	3.53675	NA	171.132399343578	27.1937980596038	44.3898762443533	863.913571047783	76.2959636532664	1.34900109647804	20.5722667212902	5.38218265336629	16.393496248252	64.0213437036871	334.467498633607	2.24557081428756	22.5395599869873	18.0981765955774	35.1228652967579	1.46602509869984	1.08270238276072	0.645014185474474	3.065334436	58	23	0.181613	170	258	123	0	0.285	2.3	29.5	36.4	49	8	12.8	4.456960303	3.427379755	0	0	0	0	27.15	0	0	0	7.52	0	6.93	0	292	471	310	120	0.131	21.367	391000	0.09633486	NA	2.313	0.13	0.103	0.2	1.56	0	0.12	0.2	5	62.2	6.12	15.3	35.3	30.97	43.4	110	39.2	70.84	0	0.7	8.3	6	12.2	118	30.21	8.38	15.98	17.9	28.8	0.19	12.61	812	54.1	67	NA	120	94	104	240	4.6	22	763	59	8	10.67
1053	0.274972887100893	0.046527271	0.11426993	0.134	1.038666667	1.172666667	28.17	4.16466393533772	8.2909	0.845762419964126	167.85766856161	31.1517899809371	36.0720886195557	791.946768392836	74.0772172977699	1.14145785886581	13.4587340141088	3.1846949755001	15.7434863494734	44.0797414991292	438.152685599873	2.36097196713113	20.859384765999	13.2466046775054	43.9998486320968	1.55561513509145	0.651080950873578	NA	3.120268954	127	39	0.132256	302	423	186	62.57	0.856	2.7	29.3	36.7	52	26	13.2	12.71277288	6.657398095	0	0	0	0	171	0	0	0	0	0	7.2	0	508	605	252	1073	0.144	21.8608	132000	0.070145545	NA	1.976	0.15	0.166	0.16	1.2	0	0.09	0.21	6	64.2	0	14.4	36	59.14	39.9	88.51	0	138	0	0.7	6.5	6.1	12.9	207	29.03	9.2	15.95	18	26.2	0.116	5.34	1300	57.7	158	NA	168	120	217	400	5.2	48	1248	132	9.4	10.75
1052	0.426235040517681	0.009052295	0.204129338	0.385666667	1.503666667	1.889333333	41.75	NA	20.2084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.866804267	86	32	0.342676	299	278	113	0	2.453	1.5	21.2	39.9	52	12	14.2	39.27492161	5.020588061	0	0	17.62	0	141	0	7.89	0	0	0	0	0	2388	751	230	721	0.187	27.203	71000	0.064095808	NA	2.676	0.13	0.256	0.16	1.87	0	0.09	0.17	5.3	73.8	8.41	15.2	35.5	15.71	42.7	85.29	0	50.08	53.72	0.4	5	6.2	13.4	466	8.88	9.34	15.94	18.5	28.7	0.138	0	584	46.4	51	NA	104	191	27	196	4.8	15	532	39	7.2	10.72
1051	0.340171043056232	0.005540998	0.163369159	0.302666667	1.55	1.852666667	33.96	NA	12.434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.996951569	159	40	0.20236	438	528	182	395	1.412	0.7	25.1	33.7	41	28	13.1	18.83594628	6.492693605	23.48	47.72	0	126	1121	0	5.07	0	78.96	0	16.72	0	603	603	264	1443	0.164	24.1182	274750	0.081124853	NA	2.755	0.11	0.235	0.24	1.87	0	0.11	0.19	2	68.4	6.12	15.1	39	54.65	38.8	109	135	517	0	0.2	6.5	6	11.1	317	154	8.68	15.94	20.2	27	0.209	8.62	1388	48.4	172	NA	344	111	203	512	4.2	49	1347	144	2.9	10.73
1048	0.263353135386958	0.011350067	0.14626387	0.206333333	1.204333333	1.410666667	28.76	NA	8.04917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.20751106	143	51	0.357491	361	576	144	0	1.171	1.9	29.5	31.8	48	21	12.1	10.66603561	7.897296338	0	0	0	0	202	0	0	0	0	0	0	0	313	927	218	301	0.135	22.515	87250	0.079902643	NA	2.298	0.14	0.258	0.2	1.41	0	0.1	0.19	4.1	63.3	0	15.3	38.1	96.35	40.1	85.29	24.5	76.55	0	0.6	7.2	6.1	13.3	73	9.53	7.93	15.97	19.2	27.5	0.14	0	1192	43.9	157	NA	752	99	341	484	4.3	54	1144	136	6.6	10.72
1047	0.28366257927828	0.003515106	0.118602722	0.177666667	1.320333333	1.498	43	8.34007202329697	9.91302	NA	160.319035497014	22.0325358598478	42.7607629154158	798.46158911296	NA	1.09053205005142	20.2943594657626	4.46044746691835	17.4981234399897	49.5032997840133	426.391717488758	1.73637237084284	23.3368446641277	15.2196420847954	44.5124694838193	1.51177147715979	1.00935100414189	NA	1.129230021	138	48	0.281178	355	507	139	30.54	1.683	1.4	31.4	31.1	45	16	11.3	17.00698101	10.22167663	0	13.78	0	83.43	202	0	5.07	5.41	11.69	6.19	0	0	567	1243	168	497	0.155	25.0335	103750	0.056906977	NA	2.447	0.2	0.217	0.15	1.52	0	0.12	0.24	2.8	60.6	0	14.4	36.4	76.33	39.7	77.67	85.03	129	0	0.4	8	6.2	15.1	121	22.95	7.83	15.93	21.2	29.3	0.187	0	1292	54.3	140	NA	548	102	364	500	5.6	49	1247	124	4.6	10.73
1046	0.252789244605948	0.006736055	0.163246057	0.397666667	2.038333333	2.436	41.49	NA	8.47028	NA	213.263573512244	43.543759682166	44.8923633712794	995.116334317061	119.314497176595	1.39966643866744	22.8460212513437	5.67161253974688	27.4270793541875	41.1985205419362	404.340382343279	2.74918196259435	24.5994795976353	15.0224785518215	NA	NA	1.32580781877684	NA	NA	69	25	0.269569	41.09	310	175	0	0.907	3.3	28	35.7	43	21	12.5	11.46246228	4.658936283	0	0	0	0	0	0	0	0	0	0	7.2	0	625	450	195	410	0.155	25.037	10000	0.095324174	NA	3.955	0.27	0.205	0.19	2.44	0.56	0.08	0.21	7.8	65.5	0	13.2	35	54.65	37.7	89.99	0	82.06	0	0.9	6.5	6	NA	197	0	9.48	15.94	19.9	26	0.145	9.43	732	NA	48	NA	304	NA	82	276	NA	12	689	27	12	10.73
1041	0.316049332084766	0.024176837	0.157992847	0.340666667	1.815666667	2.156333333	40.61	NA	13.8715	NA	222.226854713194	56.9933574851133	44.6708320912094	995.798370452708	NA	1.77416451434774	NA	4.76957691678659	44.7737211074222	NA	436.332634642356	2.8120015474508	NA	12.0084902226805	68.4220904686121	NA	0.821322755507426	0.62628096825185	1.102898394	66	44	0.284036	220	278	135	93.29	1.54	4.8	36.1	34.7	46	31	12.2	16.62769922	16.4686742	0	0	11.85	0	325	109	0	6.4	12.57	0	0	3.68	1011	2062	338	356	0.187	30.0188	149750	0.101378971	NA	4.117	0.29	0.197	0.23	2.17	0.91	0.09	0.23	7.4	55	0	14	35.3	38.3	39.7	105	104	163	0	1.2	8.9	6.2	12.1	135	24.19	8.72	15.97	18.6	26.4	0.267	6.99	652	47.9	105	NA	244	129	165	212	4.2	29	606	74	13.4	10.73
1040	0.190002672582749	0.100912234	0.067462698	0.054666667	0.755666667	0.810333333	26.95	NA	5.28934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.523481532	62	46	0.419215	154	247	114	140	0.537	1.7	33.5	41.1	31	11	13.6	8.329290658	8.929539135	0	30.13	0	76.74	506	0	0	0	13.47	5.44	5.07	0	570	1324	329	266	0.167	22.5489	73000	0.055732839	NA	1.502	0.09	0.192	0.16	0.81	0	0.09	0.16	3	58	0	15.1	33.1	0	45.6	62.16	198	186	0	0.6	8.5	6	13.9	219	34.88	9.02	15.97	18.1	31	0.162	0	600	59.6	53	NA	44	96	20	208	5.4	18	569	42	5.3	10.669
1039	0.229813930374386	0.022853696	0.163388088	0.255	1.305666667	1.560666667	30.08	NA	7.08933	NA	199.797924108574	40.1301842285987	49.7399889792465	911.899548157851	NA	NA	16.4322940110538	4.08275237115311	21.5081725352777	60.9867297663291	445.506711976554	2.78129102254404	16.0513566328452	11.25244199066	46.7764210742849	1.03256437575596	NA	NA	0.606222358	96	40	0.27613	707	315	132	0	0.593	2	33.2	34.3	29	14	12.7	8.162456369	1.960125422	0	0	0	0	0	0	7.89	0	0	0	0	0	438	251	300	451	0.152	23.7588	171000	0.082513298	NA	2.482	0.19	0.212	0.15	1.56	0	0.09	0.28	3.7	59.2	0	14.5	37	54.65	39.3	132	24.5	25.09	0	0.5	7.6	6.5	13.7	79	0	8.72	16.01	18.9	26.3	0.155	9.43	792	48	114	NA	472	149	313	300	4.5	50	763	100	6.2	10.69
1035	0.369885759985741	0.009036565	0.157795431	0.355666667	1.898333333	2.254	38.36	NA	15.7713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.737238663	106	53	0.28069	150	352	191	0	2.707	1.4	33	37.1	57	45	13.3	29.59190676	12.19245104	0	0	0	0	53.52	18821	0	0	0	0	0	13483	1421	1079	242	331	0.225	26.867	122750	0.088477581	NA	3.394	0.27	0.314	0.22	2.24	0	0.1	0.25	2.5	58.9	0	15.6	35.8	0	43.5	1976	0	97.59	0	0.3	8.1	6.2	13.4	375	88.34	8.52	15.95	18.1	28.8	0.293	8.22	1168	50.8	159	NA	580	130	188	380	4.8	39	1111	114	4.2	11.57
1025	0.220367709656437	0.041372938	0.138954645	0.125333333	0.776666667	0.902	25.2	NA	5.66109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91	48	0.221812	179	315	190	0	0.131	1.3	30.8	35.5	55	25	12.9	17.4244217	2.371768325	0	0	0	0	81.79	0	0	0	22.42	0	0	58.85	935	211	253	499	0.126	20.0282	138000	0.075198413	NA	1.895	0.12	0.505	0.13	0.86	0	0.14	0.14	2.6	61.4	0	14.8	36.2	35.88	41	85.29	104	0	0	0.4	7.8	6.1	NA	263	10.19	8.66	15.94	18.2	27.2	0.087	0	876	NA	129	NA	180	NA	225	244	NA	40	821	104	4.3	11.66
1024	0.163006428497153	0.082162348	0.113131427	0.103333333	0.81	0.913333333	25.12	NA	4.12277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	140	44	0.353221	152	455	177	0	0.337	2	36.5	35.6	36	27	12.5	34.80536	8.502869313	0	0	0	0	53.52	0	10.88	0	0	0	0	0	1293	812	208	273	0.124	21.1693	153250	0.065684713	NA	1.65	0.14	0.17	0.16	0.88	0	0.11	0.19	3.2	56.6	6.12	13.8	35	35.88	39.3	88.76	24.5	40.77	0	0.5	6.9	6.4	NA	138	0	9.05	15.91	19.1	26.6	0.091	0	1156	NA	157	NA	484	NA	206	404	NA	44	1120	130	5.7	10.75
1023	0.237782906162301	0.008242617	0.170730301	0.312666667	1.518666667	1.831333333	28.14	NA	6.81993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58	42	0.174406	493	223	191	0	0.687	1.4	33	30.6	45	22	11.5	46.98000355	2.892740934	0	0	0	0	156	0	10.88	0	0	0	10.63	0	3561	256	309	1224	0.151	21.8614	206000	0.095344705	NA	2.683	0.19	0.203	0.19	1.82	0	0.11	0.17	2.6	59.3	6.12	14.4	37.5	203	38.5	87.28	39.2	185	0	0.4	7.7	6.2	NA	79	17.94	7.95	15.92	19	25.7	0.117	7.81	952	NA	114	NA	344	NA	182	328	NA	32	907	92	4.4	10.72
1022	0.256168784364674	0.034004591	0.136301093	0.216666667	1.373	1.589666667	27.35	NA	7.16137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	91	34	0.194451	183	300	236	0	0.704	1.9	28	39.3	51	17	14.1	15.42329764	20.58001538	0	0	0	0	53.52	0	17.19	0	0	0	0	0	869	1474	304	1013	0.142	20.7943	179750	0.089616088	NA	2.451	0.19	0.171	0.26	1.57	0	0.08	0.18	4.6	65.6	0	14.3	36	115	39.8	69.79	87.25	182	0	0.5	6.4	5.6	NA	452	12.79	9.88	15.9	20.4	28.1	0.116	0	1232	NA	130	NA	460	NA	321	384	NA	45	1181	113	7	10.71
1017	0.191930987348992	0.013266975	0.172043179	0.188333333	0.906333333	1.094666667	31.1	NA	6.24568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.199663666	38	43	0.593577	157	171	131	136	0.731	1.8	21.9	42.8	15	11	14	7.35472993	NA	0	0	17.62	73.39	825	7156	7.89	0	24.88	0	19.71	1942	727	NA	378	539	0.215	26.2956	20750	0.067009646	NA	2.084	0.13	0.194	0.21	1.14	0	0.07	0.34	6.1	71.5	10.87	15.8	32.7	494	48.4	193	129	213	0	0.6	6.6	6.4	10.8	234	111	8.84	15.79	18.9	34.5	0.262	90.61	640	61.7	74	NA	144	101	38	320	5.6	26	625	63	8.5	10.71
1016	0.182203671079669	0.045030125	0.11423971	0.104333333	0.809	0.913333333	27.31	NA	5.27054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.533859711	49	37	0.540244	290	237	134	20.48	0.607	0.6	28	40.1	21	14	13.8	7.206886352	NA	0	0	0	0	67.48	0	0	0	78.96	0	0	25.26	514	NA	307	624	0.164	23.6561	226500	0.066532406	NA	1.817	0.13	0.207	0.19	0.97	0	0.09	0.23	1.5	66.7	8.41	15.4	34.5	0	44.5	117	119	87.39	0	0.2	5.3	5.8	13	443	0	9	15.79	19.8	32	0.202	0	1140	66.1	99	NA	288	72	101	388	6.1	35	1119	85	2.3	10.72
1015	0.228182801656181	0.02609019	0.174914449	0.315	1.486	1.801	29.7	7.89401162967576	7.04699	0.761583158581817	155.564397577417	35.0141996196896	NA	768.437407009054	90.3186577931536	1.28655125974193	24.2802920585183	6.96600247768043	20.3233708650171	103.234528697254	479.142731919684	2.82558389270935	30.023208539672	18.485637591048	66.0376758948177	1.80255144327381	1.16720897130474	0.738128604784913	1.507718625	81	48	0.279604	246	293	181	62.57	0.883	1.2	30.5	38.8	38	12	13.7	9.75915518	NA	0	8.3	0	0	0	0	10.88	0	11.69	0	0	0	563	NA	207	746	0.139	23.8361	145250	0.098720539	NA	2.932	0.23	0.192	0.21	1.89	0	0.07	0.34	2.5	61	0	14.4	35.4	0	40.8	89.74	104	62.9	0	0.5	8.5	6	12.6	416	24.19	9.5	15.83	19.8	28.9	0.198	0	1000	58.4	127	NA	380	105	259	328	5.2	40	962	115	4.2	10.72
1012	NA	0.025580188	NA	0.094	0.622333333	0.716333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92928593	NA	NA	NA	NA	NA	NA	NA	0.413	NA	NA	NA	NA	NA	NA	9.171448855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.058489779	NA	NA	0.11	0.152	0.16	0.72	0	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.69
1010	0.213093600985838	0.043678855	0.139008406	0.115333333	0.714333333	0.829666667	26.4	3.91455833236689	5.72724	NA	114.852079594521	27.6724923831991	35.4679037334665	572.01944311211	70.6466520010629	1.37270271433497	13.9446794913009	3.04398987712287	14.2888373555703	55.0000411535802	421.618527683621	2.72733321205304	16.2689236979425	12.5971207305199	52.4424296280162	1.17155108590351	NA	NA	0.879215298	102	45	0.272408	84.77	348	144	30.54	0.484	1.3	28.1	35.5	39	19	12.8	29.93504112	NA	0	91.76	0	534	111	16.55	40.64	37.04	34.92	42.86	59.9	0	1454	NA	228	745	0.119	21.1494	331000	0.062575758	NA	1.652	0.13	0.182	0.18	0.85	0	0.08	0.23	3	64.2	16.17	14.2	36.1	146	39.3	107	63.06	40.77	0	0.4	7.7	6.1	13.5	108	72.8	9.04	15.8	17.8	25.2	0.104	11.03	1016	45	141	NA	320	94	371	296	4.2	47	977	122	4.7	10.7
1009	0.200835718678246	0.00935415	0.114925549	0.109333333	0.842	0.951333333	25.26	NA	5.44746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.173523023	88	42	0.141416	331	277	140	0	0.355	1	34.6	41.6	49	26	14.7	10.83221913	NA	0	0	10.5	0	0	0	6.46	0	0	0	0	0	661	NA	220	43.44	0.124	21.6765	326500	0.06773555	NA	1.711	0.12	0.171	0.19	1	0	0.06	0.17	1.7	57.7	0	14.3	35.3	0	40.5	88.27	0	50.08	0	0.2	7.7	5.4	12.6	398	0	10.27	15.83	19.4	27.7	0.098	4.52	1156	48.2	147	NA	420	95	290	296	4.4	41	1107	121	2.9	10.69
1001	0.243515948597966	0.012526763	0.199731304	0.343333333	1.375666667	1.719	26.65	NA	6.77156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	46	0.427516	147	232	169	0	0.61	2.5	24.6	43.9	81	45	14.9	4.817606342	NA	0	21.32	0	192	0	0	0	28.42	18.09	8.33	13.33	0	351	NA	238	356	0.135	21.0359	27125	0.096022514	NA	2.559	0.13	0.159	0.16	1.75	0	0.06	0.3	7.3	69.5	0	14.2	34.1	96.35	41.8	66.55	45.7	12.63	0	0.7	5.9	5.6	NA	433	36.03	10.48	15.76	19.3	28.8	0.126	6.17	1000	NA	124	NA	316	NA	199	364	NA	42	919	79	10.5	10.66
999	0.362762086293537	0.033019354	0.173216559	0.186666667	0.891	1.077666667	33.17	NA	12.9797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	84	53	0.0738969	173	318	135	20.48	2.062	1.4	26.5	42.7	75	21	14.9	13.0375673	NA	0	0	0	0	0	0	23.75	0	0	0	0	0	693	NA	226	290	0.13	22.8005	72250	0.056376244	NA	1.87	0.15	0.15	0.17	1.14	0	0.07	0.19	3.7	66.1	8.41	15.1	35	25.97	43.1	76.11	48.8	0	0	0.5	7.4	6	NA	304	0	9.9	15.93	17.2	27.4	0.129	0	1148	NA	122	NA	208	NA	304	312	NA	36	1073	101	5.6	10.75
998	0.376644372968465	0.027364133	0.198779994	0.314666667	1.268333333	1.583	38.21	NA	15.4924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.126772774	72	35	0.283156	818	255	154	379	2.336	0.7	26.6	39.1	54	19	13.8	28.61829261	NA	0	17.47	169	80.09	1933	9.36	656	1146	36.96	5	12.72	0	1897	NA	431	413	0.146	25.6403	55750	0.069693797	NA	2.663	0.17	0.203	0.24	1.66	0	0.09	0.3	1.7	63.6	387	14.8	35.4	1049	41.9	64.92	132	532	484	0.3	9.8	6.1	NA	296	399	9.32	15.86	18.2	27.2	0.263	304	776	NA	144	NA	352	NA	326	236	NA	45	722	125	2.7	10.73
997	0.368130920676281	0.006836168	0.207305423	0.310333333	1.186666667	1.497	33.42	NA	13.4497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132	54	0.237491	239	458	192	0	1.3	2.4	22.7	36.4	55	23	13	30.67242501	NA	0	0	0	0	126	0	44.06	0	0	0	8.32	0	1132	NA	321	1052	0.15	23.0854	150500	0.074207062	NA	2.48	0.18	0.2	0.24	1.54	0	0.1	0.22	7.6	71.6	6.12	14.3	35.8	72.14	39.9	128	57.58	188	0	0.6	5.7	6.1	NA	264	6.92	9.12	15.86	19.2	27	0.134	5.34	1428	NA	140	NA	548	NA	293	492	NA	49	1373	117	10.6	10.7
995	0.281568337160491	0.066176039	0.181208756	0.156666667	0.708	0.864666667	25.13	NA	7.63791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	42	0.25218	389	201	183	0	0.65	1.4	27.7	31.7	56	34	11.6	7.729397148	NA	0	0	0	0	233	0	40.64	0	0	0	7.76	0	650	NA	243	1252	0.118	19.4884	55000	0.071070434	NA	1.786	0.15	0.206	0.16	0.91	0	0.12	0.24	3.3	65.3	0	13.9	36.6	88.52	38.1	106	68.3	109	41.4	0.4	7	5.9	NA	54	34.88	8.33	15.86	17.6	23.9	0.094	8.62	700	NA	114	NA	276	NA	279	252	NA	44	644	80	5.1	10.75
994	0.251300966265337	0.003236116	0.164095506	0.11	0.560333333	0.670333333	24.5	NA	6.45895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89	50	0.16049	374	327	200	0	0.759	0.4	18.6	38	31	16	13.8	9.556765071	NA	0	6.73	0	6.78	67.48	0	91.17	0	0	0	9.46	0	494	NA	237	278	0.114	19.2431	271000	0.053061224	NA	1.3	0.05	0.15	0.17	0.69	0	0.07	0.17	1.9	76.2	10.87	13.8	36.4	185	37.8	127	51.81	54.49	0	0.1	5.2	5.9	NA	317	54.37	10.05	15.9	19.1	25	0.091	6.17	800	NA	125	NA	284	NA	450	268	NA	44	769	109	2.4	10.71
993	0.239886565668217	0.032411757	0.184645649	0.135666667	0.599	0.734666667	23.48	NA	6.0313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	42	0.207868	414	221	209	20.48	0.584	1.2	19.9	38.1	42	14	13.5	6.83801692	NA	0	0	0	0	263	0	20.44	0	0	0	0	0	523	NA	215	924	0.101	19.111	204750	0.054940375	NA	1.29	0.05	0.13	0.14	0.75	0	0.09	0.13	4.6	74.3	6.12	13.6	35.4	115	38.5	113	57.58	99.23	0	0.4	5.8	5.7	NA	368	21.71	9.88	15.85	19	25.3	0.099	5.34	924	NA	128	NA	156	NA	324	232	NA	39	882	114	6.2	12.49
988	0.227664587168816	0.013633276	0.1987828	0.348666667	1.405333333	1.754	26.09	NA	6.11011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.592291375	48	32	0.524526	240	254	229	0	0.605	1.9	25.7	40.2	44	20	14.4	6.596817133	NA	0	0	0	9.3	202	0	0	0	0	0	0	0	439	NA	224	715	0.141	20.7281	33500	0.110885397	NA	2.893	0.23	0.193	0.27	1.74	0	0.11	0.35	4.9	67.3	0	14	35.9	0	39.2	78.44	0	54.49	0	0.5	7	5.8	11.2	425	7.57	10.27	15.86	20.4	27.4	0.13	7.81	908	43.1	152	NA	492	125	365	304	4	54	864	132	7.3	10.71
987	0.249271995766874	0.02766088	0.192269059	0.336666667	1.414333333	1.751	26.37	3.9735063870922	7.15112	NA	169.132971323571	29.4269489706069	NA	788.445745823451	88.449397758461	1.38118054885774	22.2416888045718	4.82164667310281	14.3767629560198	51.5110115204504	377.540630898304	2.23954134193317	21.6876559290413	16.1161140539881	69.302489776923	1.25476741387754	1.08777722322468	0.643770594806574	1.511883333	37	26	0.0230687	326	164	216	0	0.559	2.9	30.8	38.8	66	8	13.7	4.336981601	NA	0	0	0	0	156	0	30.46	0	0	0	13.94	0	447	NA	253	1343	0.128	21.5369	85750	0.097497156	NA	2.571	0.13	0.161	0.19	1.77	0	0.09	0.23	5.8	61.4	0	14.4	35.4	88.52	40.7	91.21	39.2	121	0	0.8	7.8	6.3	13.8	139	11.49	9.52	15.84	19.3	28.3	0.13	6.99	676	49.2	89	NA	140	103	183	216	5	34	610	81	9.5	10.69
